file	bytes	sha256	source_url	retrieved_utc
ken-french/25_Portfolios_5x5.csv	2332849	0777e37a089befee86f2e126e42898825479627db50bd02492491f9f87b20b9e	https://mba.tuck.dartmouth.edu/pages/faculty/ken.french/ftp/25_Portfolios_5x5_CSV.zip	2026-08-14T20:32Z
ken-french/F-F_Momentum_Factor.csv	21608	193eef112a0327a90e9759dc226afc7755fa86b39b38b50c6db0ec47860763cb	https://mba.tuck.dartmouth.edu/pages/faculty/ken.french/ftp/F-F_Momentum_Factor_CSV.zip	2026-08-14T20:32Z
ken-french/F-F_Research_Data_5_Factors_2x3.csv	51185	6973d875fd92308133f1569a3318e1e95e22b2b506ed8f5815245b8b4ad9eecb	https://mba.tuck.dartmouth.edu/pages/faculty/ken.french/ftp/F-F_Research_Data_5_Factors_2x3_CSV.zip	2026-08-14T20:32Z
ken-french/F-F_Research_Data_Factors.csv	52413	6a5340a3c7642cf12b2cb4fafd4a47e93d80b159227de53aa0cbc102016b65e2	https://mba.tuck.dartmouth.edu/pages/faculty/ken.french/ftp/F-F_Research_Data_Factors_CSV.zip	2026-08-14T20:32Z
